chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
chr11	16991419	16992980	CpG: 152	1561	152	976	19.5	62.5	1.01
chr11	17055415	17056082	CpG: 56	667	56	414	16.8	62.1	0.89
chr11	17185690	17186409	CpG: 61	719	61	508	17	70.7	0.68
chr11	17206398	17206609	CpG: 19	211	19	150	18	71.1	0.76
chr11	17254355	17255270	CpG: 85	915	85	646	18.6	70.6	0.76
chr11	17329595	17330241	CpG: 67	646	67	431	20.7	66.7	0.93
chr11	17331504	17331998	CpG: 48	494	48	308	19.4	62.3	1
chr11	17366028	17366268	CpG: 17	240	17	160	14.2	66.7	0.64
chr11	17367012	17367863	CpG: 62	851	62	465	14.6	54.6	0.98
chr11	17454039	17455202	CpG: 98	1163	98	720	16.9	61.9	0.88
chr11	17522342	17522628	CpG: 30	286	30	207	21	72.4	0.81
chr11	17674081	17674343	CpG: 35	262	35	202	26.7	77.1	0.91
chr11	17697365	17700355	CpG: 233	2990	233	1872	15.6	62.6	0.8
chr11	17712632	17714862	CpG: 226	2230	226	1405	20.3	63	1.02
chr11	17749852	17750535	CpG: 51	683	51	412	14.9	60.3	0.82
chr11	17757602	17757853	CpG: 24	251	24	167	19.1	66.5	0.87
chr11	17862019	17862549	CpG: 37	530	37	338	14	63.8	0.7
chr11	17990705	17991844	CpG: 115	1139	115	768	20.2	67.4	0.89
chr11	18024292	18024504	CpG: 28	212	28	159	26.4	75	0.95
chr11	18083872	18084287	CpG: 45	415	45	288	21.7	69.4	0.9
chr11	18167460	18167781	CpG: 23	321	23	182	14.3	56.7	0.9
chr11	18187195	18187482	CpG: 29	287	29	198	20.2	69	0.87
chr11	18300201	18300814	CpG: 60	613	60	397	19.6	64.8	0.94
chr11	18372498	18373256	CpG: 73	758	73	502	19.3	66.2	0.88
chr11	18374243	18374501	CpG: 31	258	31	171	24	66.3	1.1
chr11	18433874	18434332	CpG: 39	458	39	299	17	65.3	0.8
chr11	18504636	18505205	CpG: 52	569	52	390	18.3	68.5	0.78
chr11	18566586	18567039	CpG: 38	453	38	304	16.8	67.1	0.77
chr11	18612387	18613058	CpG: 57	671	57	426	17	63.5	0.84
chr11	18676847	18677397	CpG: 75	550	75	412	27.3	74.9	0.98
chr11	18683896	18684303	CpG: 41	407	41	277	20.1	68.1	0.88
chr11	18699266	18700089	CpG: 60	823	60	534	14.6	64.9	0.7
chr11	18769148	18770655	CpG: 115	1507	115	882	15.3	58.5	0.89
chr11	19095073	19095792	CpG: 59	719	59	509	16.4	70.8	0.7
chr11	19218488	19218732	CpG: 18	244	18	140	14.8	57.4	0.92
chr11	19219049	19220973	CpG: 168	1924	168	1218	17.5	63.3	0.88
chr11	19323229	19324810	CpG: 116	1581	116	942	14.7	59.6	0.84
chr11	19690512	19691896	CpG: 111	1384	111	799	16	57.7	0.96
chr11	19755113	19755525	CpG: 44	412	44	250	21.4	60.7	1.21
chr11	20134184	20135400	CpG: 98	1216	98	773	16.1	63.6	0.81
chr11	20137776	20138901	CpG: 87	1125	87	690	15.5	61.3	0.83
chr11	20141146	20142073	CpG: 70	927	70	554	15.1	59.8	0.87
chr11	20341737	20342249	CpG: 55	512	55	380	21.5	74.2	0.78
chr11	20365331	20366357	CpG: 112	1026	112	720	21.8	70.2	0.89
chr11	20574773	20576496	CpG: 123	1723	123	1017	14.3	59	0.83
chr11	20579296	20579975	CpG: 68	679	68	475	20	70	0.82
chr11	20647155	20648421	CpG: 114	1266	114	772	18	61	0.97
chr11	22170748	22171896	CpG: 89	1148	89	788	15.5	68.6	0.7
chr11	22319438	22319953	CpG: 38	515	38	337	14.8	65.4	0.69
chr11	22410876	22411094	CpG: 20	218	20	129	18.3	59.2	1.08
chr11	22603282	22604017	CpG: 61	735	61	468	16.6	63.7	0.82
chr11	22644861	22645193	CpG: 31	332	31	240	18.7	72.3	0.72
chr11	22807341	22807943	CpG: 58	602	58	371	19.3	61.6	1.02
chr11	23383528	23383925	CpG: 27	397	27	258	13.6	65	0.64
chr11	23708529	23708937	CpG: 34	408	34	269	16.7	65.9	0.77
chr11	24474800	24475314	CpG: 57	514	57	342	22.2	66.5	1.02
chr11	26310113	26310388	CpG: 29	275	29	187	21.1	68	0.91
chr11	27340935	27341446	CpG: 49	511	49	344	19.2	67.3	0.85
chr11	27450216	27450933	CpG: 78	717	78	480	21.8	66.9	1
chr11	27484439	27485093	CpG: 51	654	51	407	15.6	62.2	0.81
chr11	27678237	27679215	CpG: 96	978	96	627	19.6	64.1	0.97
chr11	27697220	27697812	CpG: 58	592	58	409	19.6	69.1	0.83
chr11	27698635	27698849	CpG: 14	214	14	121	13.1	56.5	0.84
chr11	27700048	27701140	CpG: 81	1092	81	661	14.8	60.5	0.83
chr11	28088439	28088797	CpG: 25	358	25	194	14	54.2	0.95
chr11	29994248	29994520	CpG: 25	272	25	160	18.4	58.8	1.07
chr11	29995098	29995399	CpG: 32	301	32	194	21.3	64.5	1.03
chr11	29995510	29995724	CpG: 16	214	16	148	15	69.2	0.63
chr11	29996648	29996870	CpG: 17	222	17	118	15.3	53.2	1.08
chr11	30301112	30301522	CpG: 37	410	37	283	18	69	0.77
chr11	30562134	30562376	CpG: 17	242	17	149	14	61.6	0.74
chr11	30562580	30564704	CpG: 162	2124	162	1294	15.3	60.9	0.82
chr11	31347663	31348074	CpG: 37	411	37	245	18	59.6	1.08
chr11	31487707	31488077	CpG: 33	370	33	224	17.8	60.5	0.99
chr11	31776636	31777992	CpG: 98	1356	98	820	14.5	60.5	0.79
chr11	31782319	31783543	CpG: 81	1224	81	700	13.2	57.2	0.81
chr11	31784272	31784497	CpG: 28	225	28	166	24.9	73.8	0.92
chr11	31788196	31795614	CpG: 464	7418	464	4369	12.5	58.9	0.72
chr11	31795939	31796389	CpG: 35	450	35	250	15.6	55.6	1.01
chr11	31797891	31798579	CpG: 54	688	54	456	15.7	66.3	0.71
chr11	31803708	31804534	CpG: 58	826	58	543	14	65.7	0.65
chr11	31805063	31805352	CpG: 31	289	31	215	21.5	74.4	0.78
chr11	31965378	31965620	CpG: 32	242	32	165	26.4	68.2	1.14
chr11	32068970	32069853	CpG: 105	883	105	640	23.8	72.5	0.91
chr11	32311336	32312060	CpG: 63	724	63	472	17.4	65.2	0.82
chr11	32404837	32406320	CpG: 102	1483	102	928	13.8	62.6	0.7
chr11	32408720	32409284	CpG: 53	564	53	386	18.8	68.4	0.8
chr11	32411450	32413887	CpG: 188	2437	188	1489	15.4	61.1	0.83
chr11	32415998	32416454	CpG: 33	456	33	289	14.5	63.4	0.72
chr11	32417162	32417580	CpG: 41	418	41	282	19.6	67.5	0.87
chr11	32561759	32562305	CpG: 64	546	64	380	23.4	69.6	0.97
chr11	32807736	32808527	CpG: 91	791	91	571	23	72.2	0.89
chr11	32870565	32872090	CpG: 146	1525	146	964	19.1	63.2	0.97
chr11	32993782	32994493	CpG: 71	711	71	445	20	62.6	1.02
chr11	33017275	33018422	CpG: 123	1147	123	780	21.4	68	0.93
chr11	33139563	33139840	CpG: 24	277	24	174	17.3	62.8	0.88
chr11	33235233	33236751	CpG: 154	1518	154	1003	20.3	66.1	0.93
chr11	33354183	33355070	CpG: 115	887	115	635	25.9	71.6	1.01
chr11	33636795	33637004	CpG: 16	209	16	136	15.3	65.1	0.73
chr11	33678289	33678554	CpG: 19	265	19	183	14.3	69.1	0.62
chr11	33678718	33679175	CpG: 56	457	56	324	24.5	70.9	0.98
chr11	33714052	33714698	CpG: 62	646	62	447	19.2	69.2	0.81
chr11	33751968	33752895	CpG: 74	927	74	586	16	63.2	0.8
chr11	33807027	33807546	CpG: 49	519	49	373	18.9	71.9	0.74
chr11	33846933	33848071	CpG: 119	1138	119	780	20.9	68.5	0.89
chr11	34029562	34031279	CpG: 159	1717	159	1089	18.5	63.4	0.93
chr11	34083404	34084149	CpG: 60	745	60	446	16.1	59.9	0.9
chr11	34152565	34152832	CpG: 23	267	23	191	17.2	71.5	0.68
chr11	34334805	34336569	CpG: 173	1764	173	1170	19.6	66.3	0.89
chr11	34337064	34337286	CpG: 22	222	22	153	19.8	68.9	0.84
chr11	34416741	34417433	CpG: 58	692	58	470	16.8	67.9	0.73
chr11	34893904	34894956	CpG: 92	1052	92	677	17.5	64.4	0.84
chr11	35116951	35117576	CpG: 53	625	53	425	17	68	0.74
chr11	35396951	35398458	CpG: 155	1507	155	1035	20.6	68.7	0.87
chr11	35503715	35503972	CpG: 19	257	19	179	14.8	69.6	0.61
chr11	35596205	35598061	CpG: 205	1856	205	1255	22.1	67.6	0.97
chr11	35640997	35641422	CpG: 51	425	51	305	24	71.8	0.94
chr11	35922218	35923030	CpG: 73	812	73	497	18	61.2	0.97
chr11	36354502	36355974	CpG: 124	1472	124	935	16.8	63.5	0.84
chr11	36487743	36488491	CpG: 71	748	71	523	19	69.9	0.81
chr11	43290015	43290463	CpG: 49	448	49	305	21.9	68.1	0.96
chr11	43336817	43337616	CpG: 71	799	71	530	17.8	66.3	0.81
chr11	43500411	43500662	CpG: 20	251	20	153	15.9	61	0.87
chr11	43525497	43526430	CpG: 80	933	80	609	17.1	65.3	0.81
chr11	43553566	43553912	CpG: 28	346	28	231	16.2	66.8	0.73
chr11	43557288	43557985	CpG: 67	697	67	449	19.2	64.4	0.94
chr11	43559121	43559791	CpG: 61	670	61	434	18.2	64.8	0.87
chr11	43658592	43659173	CpG: 59	581	59	388	20.3	66.8	0.92
chr11	43858830	43859104	CpG: 27	274	27	184	19.7	67.2	0.9
chr11	43920202	43922624	CpG: 204	2422	204	1417	16.8	58.5	0.99
chr11	44044094	44044741	CpG: 63	647	63	430	19.5	66.5	0.89
chr11	44073693	44074570	CpG: 85	877	85	613	19.4	69.9	0.79
chr11	44281451	44281663	CpG: 19	212	19	141	17.9	66.5	0.84
chr11	44282233	44283093	CpG: 71	860	71	542	16.5	63	0.83
chr11	44283816	44284508	CpG: 55	692	55	440	15.9	63.6	0.79
chr11	44287118	44288337	CpG: 111	1219	111	730	18.2	59.9	1.02
chr11	44288890	44289333	CpG: 36	443	36	281	16.3	63.4	0.81
chr11	44294273	44295359	CpG: 96	1086	96	719	17.7	66.2	0.81
chr11	44297841	44298333	CpG: 41	492	41	301	16.7	61.2	0.89
chr11	44498113	44498532	CpG: 33	419	33	278	15.8	66.3	0.73
chr11	44543178	44543963	CpG: 72	785	72	566	18.3	72.1	0.74
chr11	44704781	44706337	CpG: 147	1556	147	1004	18.9	64.5	0.94
chr11	44927624	44929261	CpG: 170	1637	170	1143	20.8	69.8	0.85
chr11	44935191	44935606	CpG: 35	415	35	265	16.9	63.9	0.83
chr11	45125194	45125677	CpG: 64	483	64	315	26.5	65.2	1.25
chr11	45158359	45159304	CpG: 84	945	84	614	17.8	65	0.84
chr11	45190798	45191004	CpG: 15	206	15	138	14.6	67	0.66
chr11	45264017	45264551	CpG: 52	534	52	389	19.5	72.8	0.74
chr11	45333507	45333819	CpG: 25	312	25	199	16	63.8	0.79
chr11	45627773	45628988	CpG: 115	1215	115	815	18.9	67.1	0.85
chr11	45642736	45644071	CpG: 151	1335	151	934	22.6	70	0.93
chr11	45782191	45783448	CpG: 119	1257	119	892	18.9	71	0.77
chr11	45825318	45825989	CpG: 61	671	61	436	18.2	65	0.87
chr11	45863582	45864385	CpG: 79	803	79	521	19.7	64.9	0.94
chr11	45877963	45878743	CpG: 78	780	78	471	20	60.4	1.11
chr11	45880556	45881303	CpG: 52	747	52	498	13.9	66.7	0.64
chr11	45895872	45896500	CpG: 48	628	48	389	15.3	61.9	0.8
chr11	45900089	45901349	CpG: 124	1260	124	898	19.7	71.3	0.78
chr11	46121227	46121428	CpG: 15	201	15	135	14.9	67.2	0.66
chr11	46215840	46216624	CpG: 94	784	94	552	24	70.4	0.97
chr11	46217193	46217521	CpG: 33	328	33	232	20.1	70.7	0.82
chr11	46221549	46221911	CpG: 32	362	32	233	17.7	64.4	0.85
chr11	46256120	46256792	CpG: 51	672	51	447	15.2	66.5	0.69
chr11	46273451	46274061	CpG: 56	610	56	425	18.4	69.7	0.76
chr11	46310667	46311646	CpG: 109	979	109	711	22.3	72.6	0.85
chr11	46323452	46323677	CpG: 17	225	17	158	15.1	70.2	0.62
chr11	46325226	46326236	CpG: 105	1010	105	641	20.8	63.5	1.05
chr11	46344481	46345111	CpG: 48	630	48	451	15.2	71.6	0.61
chr11	46345650	46345954	CpG: 21	304	21	201	13.8	66.1	0.69
chr11	46353559	46353762	CpG: 21	203	21	142	20.7	70	0.85
chr11	46359200	46360715	CpG: 129	1515	129	997	17	65.8	0.81
chr11	46363480	46364017	CpG: 41	537	41	357	15.3	66.5	0.7
chr11	46367497	46371263	CpG: 310	3766	310	2425	16.5	64.4	0.79
chr11	46571773	46572240	CpG: 45	467	45	310	19.3	66.4	0.88
chr11	46595213	46596062	CpG: 70	849	70	498	16.5	58.7	0.97
chr11	46678555	46679004	CpG: 34	449	34	286	15.1	63.7	0.84
chr11	46683321	46683613	CpG: 25	292	25	199	17.1	68.2	0.75
chr11	46823770	46824653	CpG: 93	883	93	602	21.1	68.2	0.91
chr11	46895934	46896694	CpG: 78	760	78	504	20.5	66.3	0.95
chr11	46914746	46915105	CpG: 26	359	26	230	14.5	64.1	0.73
chr11	47154603	47155461	CpG: 93	858	93	583	21.7	67.9	0.94
chr11	47163764	47165752	CpG: 156	1988	156	1163	15.7	58.5	0.92
chr11	47192980	47193509	CpG: 36	529	36	344	13.6	65	0.65
chr11	47226810	47227209	CpG: 37	399	37	255	18.5	63.9	0.91
chr11	47247776	47248434	CpG: 66	658	66	438	20.1	66.6	0.91
chr11	47316529	47316792	CpG: 19	263	19	168	14.4	63.9	0.71
chr11	47333227	47333812	CpG: 53	585	53	418	18.1	71.5	0.71
chr11	47356364	47356582	CpG: 16	218	16	151	14.7	69.3	0.63
chr11	47372933	47373174	CpG: 19	241	19	167	15.8	69.3	0.69
chr11	47386309	47386922	CpG: 75	613	75	415	24.5	67.7	1.09
chr11	47404280	47404833	CpG: 50	553	50	349	18.1	63.1	0.91
chr11	47530487	47531475	CpG: 87	988	87	616	17.6	62.3	0.91
chr11	47543424	47544184	CpG: 87	760	87	560	22.9	73.7	0.85
chr11	47556705	47557503	CpG: 69	798	69	524	17.3	65.7	0.81
chr11	47567714	47569014	CpG: 161	1300	161	875	24.8	67.3	1.1
chr11	47572286	47572631	CpG: 30	345	30	183	17.4	53	1.35
chr11	47620153	47620907	CpG: 75	754	75	509	19.9	67.5	0.89
chr11	47693315	47693682	CpG: 34	367	34	244	18.5	66.5	0.84
chr11	47744776	47745598	CpG: 96	822	96	577	23.4	70.2	0.95
chr11	47826369	47826932	CpG: 58	563	58	375	20.6	66.6	0.94
chr11	47958180	47959746	CpG: 170	1566	170	1079	21.7	68.9	0.93
chr11	48858273	48858491	CpG: 17	218	17	142	15.6	65.1	0.74
chr11	48878301	48879318	CpG: 85	1017	85	709	16.7	69.7	0.69
chr11	48946752	48947061	CpG: 25	309	25	210	16.2	68	0.7
chr11	49026296	49027298	CpG: 84	1002	84	695	16.8	69.4	0.7
chr11	49028013	49028340	CpG: 35	327	35	226	21.4	69.1	0.9
chr11	49080545	49080754	CpG: 17	209	17	151	16.3	72.2	0.65
chr11	49186293	49186616	CpG: 38	323	38	228	23.5	70.6	0.96
chr11	49412511	49412787	CpG: 48	276	48	216	34.8	78.3	1.14
chr11	49795856	49796144	CpG: 25	288	25	195	17.4	67.7	0.77
chr11	49828642	49829016	CpG: 30	374	30	255	16	68.2	0.69
chr11	49829693	49830728	CpG: 90	1035	90	723	17.4	69.9	0.71
chr11	49869895	49870911	CpG: 86	1016	86	714	16.9	70.3	0.69
chr11	49871519	49871948	CpG: 33	429	33	292	15.4	68.1	0.67
chr11	50183607	50183902	CpG: 25	295	25	214	16.9	72.5	0.65
chr11	50194584	50194798	CpG: 18	214	18	135	16.8	63.1	0.91
chr11	50213831	50214348	CpG: 59	517	59	365	22.8	70.6	0.92
chr11	55396644	55397661	CpG: 94	1017	94	715	18.5	70.3	0.75
chr11	55398286	55398696	CpG: 33	410	33	274	16.1	66.8	0.72
chr11	56704522	56704760	CpG: 19	238	19	158	16	66.4	0.88
chr11	56848190	56849407	CpG: 90	1217	90	716	14.8	58.8	0.86
chr11	56859417	56860006	CpG: 66	589	66	427	22.4	72.5	0.85
chr11	56873891	56874151	CpG: 20	260	20	169	15.4	65	0.74
chr11	56950916	56951226	CpG: 36	310	36	235	23.2	75.8	0.89
chr11	56982329	56982670	CpG: 30	341	30	240	17.6	70.4	0.75
chr11	56983342	56985283	CpG: 159	1941	159	1283	16.4	66.1	0.75
chr11	56988889	56989149	CpG: 26	260	26	167	20	64.2	0.98
chr11	57000257	57001039	CpG: 84	782	84	542	21.5	69.3	0.9
chr11	57006522	57007424	CpG: 76	902	76	629	16.9	69.7	0.71
chr11	57023582	57023892	CpG: 27	310	27	224	17.4	72.3	0.68
chr11	57038247	57039881	CpG: 129	1634	129	1028	15.8	62.9	0.8
chr11	57091547	57092403	CpG: 90	856	90	566	21	66.1	0.96
chr11	57170976	57171240	CpG: 19	264	19	175	14.4	66.3	0.71
chr11	57181513	57181838	CpG: 36	325	36	211	22.2	64.9	1.09
chr11	57191118	57191364	CpG: 21	246	21	166	17.1	67.5	0.78
chr11	57191780	57192722	CpG: 123	942	123	665	26.1	70.6	1.06
chr11	57236062	57236884	CpG: 66	822	66	476	16.1	57.9	0.96
chr11	57265306	57266145	CpG: 72	839	72	545	17.2	65	0.82
chr11	57276909	57277329	CpG: 36	420	36	276	17.1	65.7	0.8
chr11	58102249	58103897	CpG: 138	1648	138	1030	16.7	62.5	0.86
chr11	58429427	58429864	CpG: 40	437	40	293	18.3	67	0.81
chr11	58487887	58488111	CpG: 19	224	19	135	17	60.3	0.94
chr11	58586639	58587315	CpG: 49	676	49	429	14.5	63.5	0.72
chr11	58626381	58626652	CpG: 21	271	21	166	15.5	61.3	0.83
chr11	58630465	58631062	CpG: 49	597	49	390	16.4	65.3	0.77
chr11	58666703	58667160	CpG: 36	457	36	295	15.8	64.6	0.77
chr11	58695622	58696884	CpG: 87	1262	87	705	13.8	55.9	0.9
chr11	58697406	58697628	CpG: 17	222	17	145	15.3	65.3	0.77
chr11	59084713	59085083	CpG: 34	370	34	224	18.4	60.5	1.02
chr11	59139263	59139505	CpG: 22	242	22	160	18.2	66.1	0.83
chr11	59139741	59139986	CpG: 33	245	33	175	26.9	71.4	1.06
chr11	59192777	59193808	CpG: 89	1031	89	574	17.3	55.7	1.11
chr11	59279001	59279879	CpG: 70	878	70	539	15.9	61.4	0.85
chr11	59334666	59334955	CpG: 32	289	32	195	22.1	67.5	0.97
chr11	59422155	59422433	CpG: 31	278	31	196	22.3	70.5	0.9
chr11	60039359	60039621	CpG: 21	262	21	176	16	67.2	0.71
chr11	60171242	60171495	CpG: 24	253	24	177	19	70	0.79
chr11	60291486	60291714	CpG: 23	228	23	163	20.2	71.5	0.8
chr11	60365968	60366362	CpG: 41	394	41	267	20.8	67.8	0.91
chr11	60376500	60377687	CpG: 123	1187	123	819	20.7	69	0.87
chr11	60430173	60430760	CpG: 67	587	67	402	22.8	68.5	0.98
chr11	60438128	60438844	CpG: 79	716	79	494	22.1	69	0.93
chr11	60448361	60449108	CpG: 69	747	69	499	18.5	66.8	0.83
chr11	60458258	60458795	CpG: 55	537	55	391	20.5	72.8	0.77
chr11	60475004	60475464	CpG: 58	460	58	338	25.2	73.5	0.96
chr11	60531612	60532883	CpG: 100	1271	100	880	15.7	69.2	0.67
chr11	60685136	60685838	CpG: 79	702	79	446	22.5	63.5	1.12
chr11	60818327	60819639	CpG: 136	1312	136	935	20.7	71.3	0.82
chr11	60856649	60857548	CpG: 94	899	94	602	20.9	67	0.94
chr11	60863286	60863503	CpG: 17	217	17	143	15.7	65.9	0.74
chr11	60885797	60886455	CpG: 61	658	61	435	18.5	66.1	0.85
chr11	60916412	60916861	CpG: 44	449	44	305	19.6	67.9	0.85
chr11	60953497	60954273	CpG: 90	776	90	543	23.2	70	0.97
chr11	61032401	61033905	CpG: 174	1504	174	978	23.1	65	1.1
chr11	61040440	61040723	CpG: 22	283	22	197	15.5	69.6	0.64
chr11	61079308	61079861	CpG: 45	553	45	359	16.3	64.9	0.78
chr11	61091688	61091916	CpG: 30	228	30	174	26.3	76.3	0.92
chr11	61104384	61105614	CpG: 102	1230	102	665	16.6	54.1	1.13
chr11	61111614	61111939	CpG: 39	325	39	232	24	71.4	0.94
chr11	61204175	61204849	CpG: 71	674	71	423	21.1	62.8	1.07
chr11	61244708	61244933	CpG: 17	225	17	142	15.1	63.1	0.76
chr11	61267617	61268160	CpG: 45	543	45	381	16.6	70.2	0.67
chr11	61276317	61276548	CpG: 28	231	28	170	24.2	73.6	0.91
chr11	61301303	61302139	CpG: 60	836	60	493	14.4	59	0.83
chr11	61316483	61317125	CpG: 56	642	56	423	17.4	65.9	0.81
chr11	61339149	61341304	CpG: 191	2155	191	1446	17.7	67.1	0.79
chr11	61351572	61353286	CpG: 151	1714	151	1178	17.6	68.7	0.76
chr11	61415145	61416168	CpG: 103	1023	103	665	20.1	65	0.96
chr11	61441167	61441792	CpG: 85	625	85	472	27.2	75.5	0.97
chr11	61479320	61480059	CpG: 63	739	63	510	17.1	69	0.72
chr11	61491336	61492508	CpG: 105	1172	105	747	17.9	63.7	0.9
chr11	61647774	61648302	CpG: 45	528	45	326	17	61.7	0.9
chr11	61861355	61862212	CpG: 98	857	98	586	22.9	68.4	0.98
chr11	61895197	61895449	CpG: 28	252	28	167	22.2	66.3	1.03
chr11	61968565	61968772	CpG: 17	207	17	132	16.4	63.8	0.81
chr11	62069858	62070890	CpG: 100	1032	100	727	19.4	70.4	0.78
chr11	62071337	62071630	CpG: 28	293	28	206	19.1	70.3	0.81
chr11	62097804	62098271	CpG: 39	467	39	293	16.7	62.7	0.88
chr11	62115389	62116250	CpG: 72	861	72	518	16.7	60.2	0.94
chr11	62125030	62127067	CpG: 215	2037	215	1375	21.1	67.5	0.94
chr11	62136214	62137132	CpG: 97	918	97	656	21.1	71.5	0.83
chr11	62145913	62146367	CpG: 40	454	40	289	17.6	63.7	0.88
chr11	62170208	62170869	CpG: 64	661	64	449	19.4	67.9	0.84
chr11	62177120	62177500	CpG: 43	380	43	254	22.6	66.8	1.03
chr11	62188895	62189993	CpG: 94	1098	94	687	17.1	62.6	0.88
chr11	62195623	62196379	CpG: 63	756	63	495	16.7	65.5	0.79
chr11	62202614	62203189	CpG: 55	575	55	388	19.1	67.5	0.84
chr11	62211649	62212444	CpG: 72	795	72	568	18.1	71.4	0.71
chr11	62230029	62230732	CpG: 59	703	59	449	16.8	63.9	0.84
chr11	62233346	62234057	CpG: 49	711	49	409	13.8	57.5	0.84
chr11	62250570	62251703	CpG: 108	1133	108	648	19.1	57.2	1.18
chr11	62277946	62278538	CpG: 39	592	39	361	13.2	61	0.74
chr11	62285479	62286004	CpG: 42	525	42	338	16	64.4	0.78
chr11	62295577	62295898	CpG: 27	321	27	211	16.8	65.7	0.78
chr11	62310642	62311838	CpG: 138	1196	138	837	23.1	70	0.94
chr11	62315675	62316131	CpG: 46	456	46	326	20.2	71.5	0.79
chr11	62329286	62329725	CpG: 52	439	52	306	23.7	69.7	1
chr11	62355255	62356640	CpG: 111	1385	111	870	16	62.8	0.83
chr11	62363117	62363696	CpG: 53	579	53	388	18.3	67	0.83
chr11	62379935	62380453	CpG: 47	518	47	328	18.1	63.3	0.91
chr11	62404813	62405737	CpG: 81	924	81	619	17.5	67	0.78
chr11	62447550	62448064	CpG: 44	514	44	331	17.1	64.4	0.83
chr11	62449949	62451348	CpG: 114	1399	114	853	16.3	61	0.88
chr11	63014954	63015380	CpG: 52	426	52	309	24.4	72.5	0.97
chr11	63137719	63138672	CpG: 83	953	83	608	17.4	63.8	0.87
chr11	63194877	63195890	CpG: 99	1013	99	676	19.5	66.7	0.88
chr11	63205280	63205962	CpG: 75	682	75	472	22	69.2	0.92
chr11	63286464	63288410	CpG: 171	1946	171	1273	17.6	65.4	0.82
chr11	63289029	63289276	CpG: 21	247	21	183	17	74.1	0.63
chr11	63292228	63294011	CpG: 173	1783	173	1173	19.4	65.8	0.9
chr11	63337113	63338316	CpG: 99	1203	99	731	16.5	60.8	0.89
chr11	63362690	63364050	CpG: 116	1360	116	851	17.1	62.6	0.88
chr11	63432895	63433225	CpG: 28	330	28	201	17	60.9	0.92
chr11	63435979	63436214	CpG: 17	235	17	176	14.5	74.9	0.67
chr11	63440319	63441204	CpG: 96	885	96	624	21.7	70.5	0.87
chr11	63442065	63442544	CpG: 44	479	44	348	18.4	72.7	0.73
chr11	63462605	63463444	CpG: 84	839	84	563	20	67.1	0.89
chr11	63498476	63499190	CpG: 61	714	61	455	17.1	63.7	0.84
chr11	63509990	63511030	CpG: 85	1040	85	701	16.3	67.4	0.72
chr11	63522634	63525242	CpG: 219	2608	219	1818	16.8	69.7	0.69
chr11	63531922	63532189	CpG: 28	267	28	180	21	67.4	0.93
chr11	63559951	63560941	CpG: 89	990	89	653	18	66	0.83
chr11	63609379	63609658	CpG: 20	279	20	184	14.3	65.9	0.66
chr11	63640431	63641758	CpG: 86	1327	86	847	13	63.8	0.65
chr11	63642157	63642364	CpG: 17	207	17	136	16.4	65.7	0.81
chr11	63643931	63644176	CpG: 17	245	17	151	13.9	61.6	0.75
chr11	63689566	63690646	CpG: 121	1080	121	767	22.4	71	0.89
chr11	63709253	63710804	CpG: 131	1551	131	935	16.9	60.3	0.94
chr11	63731405	63731624	CpG: 18	219	18	144	16.4	65.8	0.78
chr11	63750165	63750410	CpG: 33	245	33	185	26.9	75.5	0.98
chr11	63754238	63754988	CpG: 58	750	58	508	15.5	67.7	0.67
chr11	63758148	63759288	CpG: 99	1140	99	679	17.4	59.6	0.98
chr11	63764859	63766063	CpG: 118	1204	118	867	19.6	72	0.8
chr11	63766274	63766575	CpG: 21	301	21	196	14	65.1	0.66
chr11	63770348	63771917	CpG: 145	1569	145	1026	18.5	65.4	0.87
chr11	63775011	63775953	CpG: 81	942	81	628	17.2	66.7	0.77
chr11	63782489	63783312	CpG: 55	823	55	546	13.4	66.3	0.61
chr11	63791436	63791642	CpG: 18	206	18	151	17.5	73.3	0.67
chr11	63793451	63794550	CpG: 88	1099	88	690	16	62.8	0.81
chr11	63795540	63795882	CpG: 30	342	30	239	17.5	69.9	0.72
chr11	63809152	63810228	CpG: 108	1076	108	720	20.1	66.9	0.9
chr11	63811743	63811964	CpG: 19	221	19	151	17.2	68.3	0.74
chr11	63815384	63816694	CpG: 148	1310	148	955	22.6	72.9	0.86
chr11	63823333	63825317	CpG: 150	1984	150	1272	15.1	64.1	0.74
chr11	63828640	63830490	CpG: 150	1850	150	1121	16.2	60.6	0.88
chr11	63841222	63842633	CpG: 112	1411	112	885	15.9	62.7	0.81
chr11	63866398	63866804	CpG: 41	406	41	297	20.2	73.2	0.76
chr11	63868903	63869183	CpG: 23	280	23	208	16.4	74.3	0.66
chr11	63883006	63883536	CpG: 51	530	51	356	19.2	67.2	0.86
chr11	63892391	63892957	CpG: 48	566	48	373	17	65.9	0.8
chr11	63893390	63894763	CpG: 116	1373	116	943	16.9	68.7	0.73
chr11	63972987	63973285	CpG: 21	298	21	197	14.1	66.1	0.66
chr11	64086096	64086401	CpG: 23	305	23	202	15.1	66.2	0.69
chr11	64092065	64092541	CpG: 37	476	37	335	15.5	70.4	0.63
chr11	64131394	64132342	CpG: 73	948	73	629	15.4	66.4	0.72
chr11	64154220	64154592	CpG: 37	372	37	216	19.9	58.1	1.25
chr11	64162027	64162582	CpG: 39	555	39	365	14.1	65.8	0.65
chr11	64166453	64167829	CpG: 117	1376	117	804	17	58.4	1.03
